name,temp1,temp2,temp3,hum1,hum2,hum3,disease,risk
1078479_20211012_5_1_a8_3_2_13_2_45.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078480_20211012_5_1_a8_3_2_13_2_46.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078481_20211012_5_1_a8_3_2_13_2_47.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078482_20211012_5_1_a8_3_2_13_2_48.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078483_20211012_5_1_a8_3_2_13_2_49.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078484_20211012_5_1_a8_3_2_13_2_50.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078485_20211012_5_1_a8_3_2_13_2_51.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078486_20211012_5_1_a8_3_2_13_2_52.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078487_20211012_5_1_a8_3_2_13_2_53.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078488_20211012_5_1_a8_3_2_13_2_54.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078489_20211012_5_1_a8_3_2_13_2_55.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078490_20211012_5_1_a8_3_2_13_2_56.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078491_20211012_5_1_a8_3_2_13_2_57.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078492_20211012_5_1_a8_3_2_13_2_58.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078493_20211012_5_1_a8_3_2_13_2_59.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078494_20211012_5_1_a8_3_2_13_2_60.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078495_20211012_5_1_a8_3_2_13_2_61.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078496_20211012_5_1_a8_3_2_13_2_62.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078497_20211012_5_1_a8_3_2_13_2_63.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078498_20211012_5_1_a8_3_2_13_2_64.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078499_20211012_5_1_a8_3_2_13_2_65.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078500_20211012_5_1_a8_3_2_13_2_66.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078501_20211012_5_1_a8_3_2_13_2_67.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078502_20211012_5_1_a8_3_2_13_2_68.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078503_20211012_5_1_a8_3_2_13_2_69.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078504_20211012_5_1_a8_3_2_13_2_70.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078505_20211012_5_1_a8_3_2_13_2_71.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078506_20211012_5_1_a8_3_2_13_2_72.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078507_20211012_5_1_a8_3_2_13_2_73.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078508_20211012_5_1_a8_3_2_13_2_74.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078509_20211012_5_1_a8_3_2_13_2_75.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078510_20211012_5_1_a8_3_2_13_2_76.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078511_20211012_5_1_a8_3_2_13_2_77.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078512_20211012_5_1_a8_3_2_13_2_78.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078513_20211012_5_1_a8_3_2_13_2_79.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078514_20211012_5_1_a8_3_2_13_2_80.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078515_20211012_5_1_a8_3_2_13_2_81.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078516_20211012_5_1_a8_3_2_13_2_82.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078517_20211012_5_1_a8_3_2_13_2_83.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078518_20211012_5_1_a8_3_2_13_2_84.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078519_20211012_5_1_a8_3_2_13_2_85.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078520_20211012_5_1_a8_3_2_13_2_86.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078521_20211012_5_1_a8_3_2_13_2_87.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078522_20211012_5_1_a8_3_2_13_2_88.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078523_20211012_5_1_a8_3_2_13_2_89.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078524_20211012_5_1_a8_3_2_13_2_90.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078525_20211012_5_1_a8_3_2_13_2_91.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078526_20211012_5_1_a8_3_2_13_2_92.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078527_20211012_5_1_a8_3_2_13_2_93.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078528_20211012_5_1_a8_3_2_13_2_94.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078529_20211012_5_1_a8_3_2_13_2_95.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078530_20211012_5_1_a8_3_2_13_2_96.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078531_20211012_5_1_a8_3_2_13_2_97.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078532_20211012_5_1_a8_3_2_13_2_98.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078533_20211012_5_1_a8_3_2_13_2_99.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078534_20211012_5_1_a8_3_2_13_2_100.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078535_20211012_5_1_a8_3_2_13_2_101.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078536_20211012_5_1_a8_3_2_13_2_102.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078537_20211012_5_1_a8_3_2_13_2_103.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078538_20211012_5_1_a8_3_2_13_2_104.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078539_20211012_5_1_a8_3_2_13_2_105.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078540_20211012_5_1_a8_3_2_13_2_106.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078541_20211012_5_1_a8_3_2_13_2_107.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078542_20211012_5_1_a8_3_2_13_2_108.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078543_20211012_5_1_a8_3_2_13_2_109.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078544_20211012_5_1_a8_3_2_13_2_110.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078545_20211012_5_1_a8_3_2_13_2_111.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078546_20211012_5_1_a8_3_2_13_2_112.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078547_20211012_5_1_a8_3_2_13_2_113.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078548_20211012_5_1_a8_3_2_13_2_114.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078549_20211012_5_1_a8_3_2_13_2_115.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078550_20211012_5_1_a8_3_2_13_2_116.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078551_20211012_5_1_a8_3_2_13_2_117.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078552_20211012_5_1_a8_3_2_13_2_118.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078553_20211012_5_1_a8_3_2_13_2_119.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078554_20211012_5_1_a8_3_2_13_2_120.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078555_20211012_5_1_a8_3_2_13_2_121.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078556_20211012_5_1_a8_3_2_13_2_122.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078557_20211012_5_1_a8_3_2_13_2_123.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078558_20211012_5_1_a8_3_2_13_2_124.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078559_20211012_5_1_a8_3_2_13_2_125.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078560_20211012_5_1_a8_3_2_13_2_126.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078561_20211012_5_1_a8_3_2_13_2_127.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078562_20211012_5_1_a8_3_2_13_2_128.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078563_20211012_5_1_a8_3_2_13_2_129.csv,20.15,13.8,26.5,81.55,97.1,66,A8,C
1078564_20211013_5_1_a8_3_2_13_2_0.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078565_20211013_5_1_a8_3_2_13_2_1.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078566_20211013_5_1_a8_3_2_13_2_2.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078567_20211013_5_1_a8_3_2_13_2_3.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078568_20211013_5_1_a8_3_2_13_2_4.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078569_20211013_5_1_a8_3_2_13_2_5.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078570_20211013_5_1_a8_3_2_13_2_6.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078571_20211013_5_1_a8_3_2_13_2_7.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078572_20211013_5_1_a8_3_2_13_2_8.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078573_20211013_5_1_a8_3_2_13_2_9.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078574_20211013_5_1_a8_3_2_13_2_10.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078575_20211013_5_1_a8_3_2_13_2_11.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078576_20211013_5_1_a8_3_2_13_2_12.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078577_20211013_5_1_a8_3_2_13_2_13.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078578_20211013_5_1_a8_3_2_13_2_14.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078579_20211013_5_1_a8_3_2_13_2_15.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078580_20211013_5_1_a8_3_2_13_2_16.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078581_20211013_5_1_a8_3_2_13_2_17.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078582_20211013_5_1_a8_3_2_13_2_18.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078583_20211013_5_1_a8_3_2_13_2_19.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078584_20211013_5_1_a8_3_2_13_2_20.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078585_20211013_5_1_a8_3_2_13_2_21.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078586_20211013_5_1_a8_3_2_13_2_22.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078587_20211013_5_1_a8_3_2_13_2_23.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078588_20211013_5_1_a8_3_2_13_2_24.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078589_20211013_5_1_a8_3_2_13_2_25.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078590_20211013_5_1_a8_3_2_13_2_26.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078591_20211013_5_1_a8_3_2_13_2_27.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078592_20211013_5_1_a8_3_2_13_2_28.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078593_20211013_5_1_a8_3_2_13_2_29.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078594_20211013_5_1_a8_3_2_13_2_30.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078595_20211013_5_1_a8_3_2_13_2_31.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078596_20211013_5_1_a8_3_2_13_2_32.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078597_20211013_5_1_a8_3_2_13_2_33.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078598_20211013_5_1_a8_3_2_13_2_34.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078599_20211013_5_1_a8_3_2_13_2_35.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078600_20211013_5_1_a8_3_2_13_2_36.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078601_20211013_5_1_a8_3_2_13_2_37.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078602_20211013_5_1_a8_3_2_13_2_38.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078603_20211013_5_1_a8_3_2_13_2_39.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078604_20211013_5_1_a8_3_2_13_2_40.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078605_20211013_5_1_a8_3_2_13_2_41.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078606_20211013_5_1_a8_3_2_13_2_42.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078607_20211013_5_1_a8_3_2_13_2_43.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078608_20211013_5_1_a8_3_2_13_2_44.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078609_20211013_5_1_a8_3_2_13_2_45.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078610_20211013_5_1_a8_3_2_13_2_46.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078611_20211013_5_1_a8_3_2_13_2_47.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078612_20211013_5_1_a8_3_2_13_2_48.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078613_20211013_5_1_a8_3_2_13_2_49.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078614_20211013_5_1_a8_3_2_13_2_50.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078615_20211013_5_1_a8_3_2_13_2_51.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078616_20211013_5_1_a8_3_2_13_2_52.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078617_20211013_5_1_a8_3_2_13_2_53.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078618_20211013_5_1_a8_3_2_13_2_54.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078619_20211013_5_1_a8_3_2_13_2_55.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078620_20211013_5_1_a8_3_2_13_2_56.csv,18.5,15.3,16.9,77.7,91.5,84.6,A8,C
1078621_20211014_5_1_a8_3_2_13_2_0.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078622_20211014_5_1_a8_3_2_13_2_1.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078623_20211014_5_1_a8_3_2_13_2_2.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078624_20211014_5_1_a8_3_2_13_2_3.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078625_20211014_5_1_a8_3_2_13_2_4.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078626_20211014_5_1_a8_3_2_13_2_5.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078627_20211014_5_1_a8_3_2_13_2_6.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078628_20211014_5_1_a8_3_2_13_2_7.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078629_20211014_5_1_a8_3_2_13_2_8.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078630_20211014_5_1_a8_3_2_13_2_9.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078631_20211014_5_1_a8_3_2_13_2_10.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078632_20211014_5_1_a8_3_2_13_2_11.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078633_20211014_5_1_a8_3_2_13_2_12.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078634_20211014_5_1_a8_3_2_13_2_13.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078635_20211014_5_1_a8_3_2_13_2_14.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078636_20211014_5_1_a8_3_2_13_2_15.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078637_20211014_5_1_a8_3_2_13_2_16.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078638_20211014_5_1_a8_3_2_13_2_17.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078639_20211014_5_1_a8_3_2_13_2_18.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078640_20211014_5_1_a8_3_2_13_2_19.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078641_20211014_5_1_a8_3_2_13_2_20.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078642_20211014_5_1_a8_3_2_13_2_21.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078643_20211014_5_1_a8_3_2_13_2_22.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078644_20211014_5_1_a8_3_2_13_2_23.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078645_20211014_5_1_a8_3_2_13_2_24.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078646_20211014_5_1_a8_3_2_13_2_25.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078647_20211014_5_1_a8_3_2_13_2_26.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078648_20211014_5_1_a8_3_2_13_2_27.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078649_20211014_5_1_a8_3_2_13_2_28.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078650_20211014_5_1_a8_3_2_13_2_29.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078651_20211014_5_1_a8_3_2_13_2_30.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078652_20211014_5_1_a8_3_2_13_2_31.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078653_20211014_5_1_a8_3_2_13_2_32.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078654_20211014_5_1_a8_3_2_13_2_33.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078655_20211014_5_1_a8_3_2_13_2_34.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078656_20211014_5_1_a8_3_2_13_2_35.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078657_20211014_5_1_a8_3_2_13_2_36.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078658_20211014_5_1_a8_3_2_13_2_37.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078659_20211014_5_1_a8_3_2_13_2_38.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078660_20211014_5_1_a8_3_2_13_2_39.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078661_20211014_5_1_a8_3_2_13_2_40.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078662_20211014_5_1_a8_3_2_13_2_41.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078663_20211014_5_1_a8_3_2_13_2_42.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078664_20211014_5_1_a8_3_2_13_2_43.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078665_20211014_5_1_a8_3_2_13_2_44.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078666_20211014_5_1_a8_3_2_13_2_45.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078667_20211014_5_1_a8_3_2_13_2_46.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078668_20211014_5_1_a8_3_2_13_2_47.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078669_20211014_5_1_a8_3_2_13_2_48.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078670_20211014_5_1_a8_3_2_13_2_49.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078671_20211014_5_1_a8_3_2_13_2_50.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078672_20211014_5_1_a8_3_2_13_2_51.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078673_20211014_5_1_a8_3_2_13_2_52.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078674_20211014_5_1_a8_3_2_13_2_53.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078675_20211014_5_1_a8_3_2_13_2_54.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078676_20211014_5_1_a8_3_2_13_2_55.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078677_20211014_5_1_a8_3_2_13_2_56.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078678_20211014_5_1_a8_3_2_13_2_57.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078679_20211014_5_1_a8_3_2_13_2_58.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078680_20211014_5_1_a8_3_2_13_2_59.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078681_20211014_5_1_a8_3_2_13_2_60.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078682_20211014_5_1_a8_3_2_13_2_61.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078683_20211014_5_1_a8_3_2_13_2_62.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078684_20211014_5_1_a8_3_2_13_2_63.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078685_20211014_5_1_a8_3_2_13_2_64.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078687_20211014_5_1_a8_3_2_13_2_66.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078688_20211014_5_1_a8_3_2_13_2_67.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078689_20211014_5_1_a8_3_2_13_2_68.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078690_20211014_5_1_a8_3_2_13_2_69.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078691_20211014_5_1_a8_3_2_13_2_70.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
1078692_20211014_5_1_a8_3_2_13_2_71.csv,22.1,18.5,20.3,65.1,77.7,71.4,A8,C
